rank,plant_id,plant_name,state,latitude,longitude,capacity_mw,quality_tier,composite_score,pearson_r,pearson_p,r_squared,spearman_rho,annual_pearson_r,mean_performance_ratio,cv_performance_ratio,n_monthly_points,n_years,year_min,year_max,total_generation_gwh,mean_monthly_gen_mwh,spearman_p,regression_slope,regression_intercept,regression_stderr,annual_pearson_p,std_performance_ratio,annual_cf_trend
344,58868,Bladenboro Farm,NC,34.535,-78.813056,5.0,Tier 2 (Good),0.7293094051046383,0.874607700867044,1.066833497521694e-42,0.7649386304159367,0.8804659474860712,0.25135435938177253,1.0716710156056446,0.2023106994908159,132,11,2014,2024,96.30309999999999,729.5689393939393,5.790077116398587e-44,0.0006551201789713069,52.40532328304657,3.185126128650762e-05,0.455931157487264,0.21681051279121102,-0.0008649045246990448
345,58340,Roxboro Farm,NC,36.4797,-78.917364,5.0,Tier 2 (Good),0.7253370211522757,0.841157792182145,1.0412135533244794e-35,0.7075464313487407,0.8428623139295939,0.3529078561327462,1.1155157500928363,0.2361346306638369,129,11,2014,2024,93.60706,725.6361240310077,5.554765565625696e-36,0.0006416462567026854,56.43667572187482,3.660536946845465e-05,0.2870807976421112,0.2634118996478649,-0.0005122395184723948
346,59455,Tech Park Solar,AZ,32.097884,-110.815696,5.0,Tier 1 (Excellent),0.7249159718142503,0.9158161807117986,2.368942455965857e-53,0.8387192768535457,0.9180706798223872,0.06592568104641647,1.2540142145855837,0.11543105977563436,132,11,2014,2024,145.43610000000004,1101.7886363636367,4.369211253090852e-54,0.0010398028727264287,35.07995612641568,3.999099920243894e-05,0.8472869475557442,0.14475218976332369,-0.0006884371108343728
347,57785,RE Bruceville 3,CA,38.3475,-121.412777,5.0,Tier 2 (Good),0.7245462597081681,0.8709236139971119,4.571780396597885e-49,0.7585079414177904,0.8695788082884857,0.22591482479085073,1.2797320620143697,0.2958857917321071,155,13,2012,2024,149.53204,964.7228387096775,9.576577666330608e-49,0.0008463849788794876,55.95047519923145,3.860944799696306e-05,0.4579961257367854,0.3786545343740838,-0.0025487919614631933
348,59001,Parkland Landfill Solar,NJ,40.1275,-74.710833,7.8,Tier 1 (Excellent),0.7244444630775824,0.9541727097366965,1.1435019571082195e-63,0.9104455600062702,0.9591916105285089,0.012043932473205026,1.0879532336655884,0.1813839608410563,120,10,2015,2024,120.50905,1004.2420833333333,1.4112870019904397e-66,0.0007233345987210986,37.86280043706424,2.0884053894563327e-05,0.973657719050626,0.19733726673209964,0.0006264692942775143
349,58943,Halifax,NC,36.441944,-77.711389,20.0,Below Threshold,0.7222389517219648,0.6925510033654038,1.920259504956176e-18,0.4796268922624275,0.6795819154107924,0.8261685874323027,0.9838695450326502,0.29264883526148944,121,11,2014,2024,305.69507000000004,2526.405537190083,1.4219692335586054e-17,0.0005791564099778097,47.63424728767417,5.553420041427706e-05,0.0017228426743553923,0.2879282764030566,0.00949397882938979
350,58401,Volkswagen Solar System,TN,35.0975,-85.126944,7.6,Tier 2 (Good),0.7214762853755983,0.8297038743501033,8.898756528898597e-38,0.688408519111572,0.8060594064582945,0.3703868389022431,1.066698515480103,0.2569451343655051,144,12,2013,2024,148.91602000000003,1034.139027777778,3.711132375532251e-34,0.0006262330179068631,51.154175409993115,3.5355864375810155e-05,0.23595164408758695,0.27408299338751985,-0.0037166651541200926
351,58770,Maywood Photovoltaic Project,IN,39.743889,-86.218056,8.0,Tier 2 (Good),0.7213375835085493,0.8747249838801964,4.3244012847435765e-42,0.7651437974242098,0.860705458220104,0.2671198916786543,0.965592816463367,0.27450813356614373,130,11,2014,2024,117.64608,904.9698461538462,2.4133586774559074e-39,0.0006475793642913278,32.13009364434541,3.171155237002618e-05,0.427159648497154,0.26506308183223487,-0.0016003891656288915
352,57203,Wyandot Solar Farm,OH,40.8795,-83.317072,10.0,Tier 2 (Good),0.7206101123714383,0.8422903049944687,7.66972429266059e-49,0.709452957887675,0.8435865265851715,0.25643124048416144,1.0079956380261583,0.3630956304021575,180,15,2010,2024,197.44304,1096.9057777777778,3.955758919474039e-49,0.0006088861497164095,37.297838892901964,2.9455303255359465e-05,0.35624035536193255,0.36599881163173287,-0.0020373560828440963
353,59548,"Creswell Alligood Solar, LLC",NC,35.898889,-76.379444,14.0,Tier 3 (Acceptable),0.7187566862820051,0.7599036800692285,4.612317503254338e-23,0.5774536029827564,0.7667781493868451,0.6072494361539362,1.1627909514711638,0.2667696952050928,116,10,2015,2024,249.37907,2149.819568965517,1.0901871445624418e-23,0.0008013479703980644,43.09098206163699,6.420182439121953e-05,0.06261521190972644,0.31019738771120225,-0.0007366794164739366
354,59168,Avalon Solar,AZ,32.001389,-110.960556,29.0,Tier 1 (Excellent),0.7183039349844751,0.9366980750655524,1.297855925564606e-55,0.8774032838315111,0.9347385235085768,-0.15918407800870996,1.2102097214213345,0.09989666410127873,120,10,2015,2024,740.72897,6172.741416666667,7.401821916479125e-55,0.0010241431809617564,30.34120197103809,3.5241912212601975e-05,0.6604751095686641,0.12089591403292917,-0.004589849128984703
355,59874,Richland Solar Center,GA,32.638034,-83.378924,20.0,Below Threshold,0.7181317887305196,0.6097866078291209,1.9558410589076993e-12,0.37183970708774605,0.7315077379297564,0.9778180271868893,1.2272626094894525,0.3431467409112445,109,10,2015,2024,369.438,3389.3394495412845,1.6679202941043604e-19,0.000628664069830354,77.60172807526271,7.89921817226271e-05,1.0312673884327922e-06,0.42113116468853495,0.008806969005119689
356,57317,San Luis Valley Solar Ranch,CO,37.694535,-105.927622,35.0,Tier 2 (Good),0.7117132621484146,0.8905818483868555,8.800929374036866e-51,0.7931360286761481,0.9027839147224442,-0.24211768562046243,1.1009817534809658,0.18409593484149886,168,14,2011,2024,882.845,5255.0297619047615,2.93005115486858e-54,0.0008359262128869486,37.44623711728863,3.570002457100715e-05,0.404295232728601,0.20268626515051105,0.011021748636230044
357,58877,Kinsley Landfill Solar,NJ,39.793333,-75.106389,8.6,Tier 1 (Excellent),0.7096073256220127,0.9009589118861332,1.3244584324477118e-44,0.8117269609070451,0.8968539481908464,0.12332140772823634,1.0266703113633284,0.2147797698292389,120,10,2015,2024,127.36601999999999,1061.3835,1.285833778343697e-43,0.0006764499550714632,37.03615196416129,2.9990502989176642e-05,0.7342997606423913,0.22050801316512872,-0.0031151013158021764
358,57783,RE Bruceville 1,CA,38.3475,-121.412777,5.0,Tier 2 (Good),0.7056698556232325,0.8615256184169531,3.440373968835253e-47,0.7422263911887135,0.8667477991496892,0.1577163673723848,1.263305766291977,0.3049989171463021,156,13,2012,2024,148.45208,951.6158974358974,2.1988109493158092e-48,0.0008504323795917512,53.13177145528377,4.0385964249246334e-05,0.6068349012978153,0.3853068907437324,-0.003417027949219729
359,58502,Columbia 3,CA,35.024722,-118.164167,10.0,Tier 1 (Excellent),0.7053363828827297,0.9170178857725217,9.678947164156567e-54,0.8409218028267057,0.9061884058545873,-0.045137944419828144,1.1257098406428159,0.16041785930529912,132,11,2014,2024,264.45206999999994,2003.4247727272723,1.9663155050161012e-50,0.0009126323043178827,34.01853081819354,3.481382044758245e-05,0.8951588306639225,0.18058396283482991,-0.005522837276878372
360,58616,Westlands Solar PV Farm,CA,36.138056,-120.075833,18.0,Tier 1 (Excellent),0.7039594620711888,0.9206589641926188,1.517975318884031e-54,0.8476129283482258,0.9110124139583349,-0.32514684286423834,1.2050983928631727,0.1983993973085909,131,11,2014,2024,459.44721999999996,3507.2306870229004,1.8148753815614165e-51,0.0008735365741028556,47.11009637473373,3.261080455966861e-05,0.32923335877523163,0.23909079484160498,-0.005753995433789956
361,58569,Paradise Solar Energy Center,NJ,39.835833,-75.2225,5.0,Tier 1 (Excellent),0.7020379750741281,0.9040158414625157,2.890425936906156e-54,0.8172446416151803,0.9048589341692791,-0.16327326494341426,1.110460655268738,0.20540148344734058,144,12,2013,2024,93.21403,647.3196527777777,1.5928482282981238e-54,0.0006854541873625393,43.75172106527984,2.7201526744026217e-05,0.6121382244867677,0.22809026590210466,-0.002645217453779097
362,60035,Tequesquite Landfill Solar PV Project,CA,33.97819,-117.38514,7.3,Below Threshold,0.7002537529793935,0.6750566407332846,4.481876073300909e-16,0.4557014681981069,0.7504124254124254,0.733284824763984,0.9537177399610004,0.33175020015868945,111,10,2015,2024,127.16503,1145.630900900901,2.5336581037438973e-21,0.0006698441347868319,43.17982777180734,7.011951080700207e-05,0.01581107764969462,0.3163960511269548,0.0011083863593715339
363,58486,"Picture Rocks Solar, LLC",AZ,32.369722,-111.242778,20.0,Tier 2 (Good),0.6957893035317981,0.8842298030117247,8.462607374550662e-49,0.7818623445341535,0.8870388232457198,-0.10893169931870848,1.2603182767771899,0.15310382322035937,144,12,2013,2024,632.23008,4390.486666666668,1.6394132136884075e-49,0.000932264572585754,53.36527773520584,4.132331752146102e-05,0.7361221871516881,0.19295954664908282,-0.0029093639237474838
364,56944,CM10,NV,35.7881,-114.9933,10.0,Tier 3 (Acceptable),0.6943728422331059,0.7677968831748774,2.971295445462406e-36,0.5895120538130563,0.8260769365309628,0.23843911872459192,1.0163250997252107,0.2564912208795606,180,15,2010,2024,301.38109000000003,1674.339388888889,3.3494215845349118e-46,0.0006819770451813866,50.49146283752445,4.265437819690526e-05,0.3921088031551526,0.2606784656390605,-0.0017236252446183938
365,57778,RE Kammerer 1,CA,38.365053,-121.381101,5.0,Tier 2 (Good),0.6927089851425834,0.8655896108658601,8.188131216945966e-48,0.749245374438911,0.8673358899165351,0.08434712015929903,1.2947159854641168,0.30530127885594227,156,13,2012,2024,151.24308,969.506923076923,3.228012941417913e-48,0.0008662271298635876,55.2778604678189,4.051338278399911e-05,0.7841136937283061,0.3952784461174264,-0.0033705617441918832
366,57784,RE Bruceville 2,CA,38.3475,-121.412777,5.0,Tier 2 (Good),0.6917699073494107,0.8725625676948344,1.8357585204787457e-49,0.7613654345422025,0.8680931971254552,0.05894112273628172,1.287321234147997,0.29328650367537235,155,13,2012,2024,150.14305,968.6648387096774,2.14701691388902e-48,0.0008383209079918773,58.04410875253802,3.7943263273218675e-05,0.8483169117728896,0.37755394387033137,-0.002692306437854383
367,56939,NRG Solar Blythe LLC,CA,33.5917,-114.7444,21.0,Tier 3 (Acceptable),0.6869969926635285,0.7922764379410066,4.842851216869863e-40,0.6277019541164897,0.816115114723358,0.175009588652029,0.9795555445622603,0.28138523187951503,180,15,2010,2024,671.3231299999999,3729.5729444444437,2.9615854041706463e-44,0.0009873728475109803,-1.0593673426593284,5.699540144317985e-05,0.5327253433253156,0.2756324640455162,-0.003862329543689622
368,57497,Stroud Solar Station,CA,36.531389,-120.106944,20.0,Tier 3 (Acceptable),0.6850413309029657,0.72381798282585,9.219192273437591e-27,0.5239124722620825,0.7461129131289577,0.4465168121173158,0.9399958582085962,0.3634514060996233,168,14,2011,2024,464.05104000000006,2762.2085714285718,3.5591457153005256e-29,0.0006520914907322159,39.37316480675632,4.9929442561293584e-05,0.10948358016217727,0.3416428163937364,-0.003579268402830047
369,57565,"RP-Orlando, LLC",FL,28.488889,-81.182222,5.1,Tier 2 (Good),0.6846095383638714,0.8292090579958855,5.340665983925665e-41,0.6875876618624238,0.8812756219028894,-0.41092846856883575,0.9966706241831121,0.1666254254839414,168,14,2011,2024,120.05602999999999,714.6192261904762,2.553146190789912e-52,0.0008925508547557329,14.72787541242181,4.8324478080212395e-05,0.14439765912181338,0.16607066682185653,0.003137306555920576
370,58499,RE Rosamond Two LLC,CA,34.900278,-118.238333,20.0,Tier 2 (Good),0.6777923829305683,0.874393847294225,1.1832686195581335e-42,0.7645646001859965,0.8676305614835144,-0.012348728136542383,1.1029613961446258,0.18824601617157924,132,11,2014,2024,517.83107,3922.9626515151517,2.8499669377495306e-41,0.0008988325408988415,32.62037568680077,4.374575331149833e-05,0.971254688713097,0.20762808881526884,-0.007297792133665423
371,57985,SunE EPE2 LLC,NM,32.251667,-106.913333,12.0,Below Threshold,0.67728947622118,0.6256716012540475,6.8219568193626245e-18,0.39146495261580383,0.6442572771286986,0.7003161298832175,1.1983640411339875,0.2856051234948896,152,13,2012,2024,384.26403999999997,2528.052894736842,3.4127747184258304e-19,0.0006733970948761051,87.27827379290694,6.855228945662467e-05,0.007682848652193838,0.3422589099599075,-0.0010571920944352456
372,58853,McKenzie Farm,NC,34.323889,-78.691944,5.0,Tier 2 (Good),0.6763969653398179,0.8643817860438128,1.2352583821783815e-40,0.7471558720442917,0.8615407092138231,0.021704649169468876,1.1200403078043588,0.19338154087699083,132,11,2014,2024,100.33006,760.076212121212,4.318907035477329e-40,0.0007031859700577745,52.301159879815074,3.587726677978096e-05,0.9494947940919214,0.216595120567546,-0.0010792569530925678
373,59872,UC Davis South Campus,CA,38.55,-121.75,13.0,Below Threshold,0.6715540834686161,0.69005027427924,5.48283516350086e-18,0.4761693810328544,0.729887261293044,0.6002600348895566,1.0596347655041045,0.37162152146266786,118,10,2015,2024,246.90601,2092.4238135593223,6.870593503478181e-21,0.0007080033818520383,45.5735908315216,6.894790027739554e-05,0.06653899462777474,0.3937830837513726,0.001984446679652159
374,57986,SunE EPE1 LLC,NM,32.034383,-106.340986,10.0,Below Threshold,0.6698687484318392,0.5799740188454752,6.0145311462661605e-15,0.3363698625357716,0.6131892645521088,0.7818856893867857,1.1287868968001038,0.2780251656079651,151,13,2012,2024,298.44806000000005,1976.4772185430468,5.80189125527388e-17,0.0006752874314166006,74.90920007936833,7.770519305513048e-05,0.0015902683712356186,0.31383116391894983,0.007451698529780723
375,59979,"Columbia Solar Energy, LLC",CA,38.019671,-121.86506,19.2,Below Threshold,0.6668396527861089,0.6681155814186709,1.1422504436052903e-15,0.44637843013440864,0.6601526851526852,0.6844361552584391,0.913821337717323,0.3599101453025099,111,10,2015,2024,292.10004,2631.5318918918915,3.2411219928641774e-15,0.0005651240372853059,45.64742605818405,6.028169179817632e-05,0.02901804399796452,0.3288935704383757,-0.004832005125455468
376,57521,Giffen,CA,36.530278,-120.316111,10.0,Below Threshold,0.6651974123520218,0.6925577081385457,9.533612497143988e-23,0.479636179102115,0.7124529979110183,0.4813749501738217,0.9606125588772882,0.3725792718703124,151,13,2012,2024,226.32206,1498.8215894039736,1.5587962382583903e-24,0.000602822948592546,49.86028351409621,5.1612690503584154e-05,0.0958162498291805,0.3579043277359777,-0.005795820788800241
377,59472,Ft. Churchill PV,NV,39.128056,-119.14,19.9,Below Threshold,0.6641621580487458,0.6551125667340991,1.4864560814908675e-15,0.4291724750929395,0.7613577826471379,0.6332434330429174,0.8598714547782468,0.4346977844957153,116,10,2015,2024,301.50502,2599.181206896552,3.413335076635664e-23,0.0005324509809406498,44.16622554274281,5.75126962987706e-05,0.04936420681668526,0.3737842163432115,-0.003840108943777974
378,59262,Lancaster Little Rock,CA,34.599444,-117.932778,5.0,Below Threshold,0.6613246516886494,0.6304033803048983,1.2064064643589691e-14,0.3974084218998422,0.6506215709424265,0.6932829567274705,0.9769332017894757,0.3295093930062273,121,11,2014,2024,103.72707,857.2485123966942,8.762397399118812e-16,0.0007898484772851886,29.962397686692952,8.953560595452805e-05,0.018000844918673382,0.3219086663292803,-0.005533001245330013
379,58505,Livingston Solar Canopies,NJ,40.5275,-74.438333,6.6,Tier 3 (Acceptable),0.6605382629469161,0.7964825354381332,7.539248764717199e-31,0.6343844292579571,0.8118134816115502,0.13831862886432353,0.8411729076854326,0.2808117332351206,144,12,2013,2024,86.67282,601.8945833333333,7.12484349366246e-33,0.0005647139343644946,27.794589918090324,3.717395490421927e-05,0.6681415720488609,0.23621122215757245,-0.01016436033870654
380,57892,Gates Solar Station,CA,36.176389,-120.114167,20.0,Tier 3 (Acceptable),0.66043365733781,0.7376643848275246,3.906023485716354e-25,0.5441487446429704,0.7295991778006166,0.35060859079244816,0.9860952567578832,0.3067365031181294,139,12,2013,2024,433.87102999999996,3121.374316546762,2.2846122965586554e-24,0.0006014322317704483,54.418252933738145,4.7030454650529466e-05,0.26384118199643736,0.3024714107992871,-0.005504898098476865
381,57435,Solar Star North Carolina II LLC,NC,36.425,-77.064,6.5,Tier 2 (Good),0.6602095022961861,0.8200911567281509,2.0637775190074544e-39,0.6725495053437166,0.8173022655809079,-0.42405926507886815,0.9054021594257797,0.24620746844589286,168,14,2011,2024,120.09903,714.8751785714286,6.056925524768396e-39,0.0005735056697394468,39.178711247023486,3.2142715423231404e-05,0.13075437834894899,0.22291677359766593,0.002552708654183892
382,56568,Nellis Air Force Base Solar Array,NV,36.260278,-115.0544,13.2,Below Threshold,0.6586915901706673,0.6851378583478798,2.760128960975947e-26,0.46941388494151937,0.7021712101049367,0.37560888037039264,1.0098176447232532,0.30919571263550566,180,15,2010,2024,399.89538,2221.641,4.67253933255289e-28,0.0006720149162158198,51.23060972515319,5.355116043535084e-05,0.16768721136168643,0.31223128629211416,-0.0075933985154875575
383,59501,Nitro Solar,NC,35.486944,-78.313889,5.0,Below Threshold,0.6548230416545848,0.6501525441341167,4.975600780351439e-15,0.4226983306440646,0.6800092343638705,0.6100953025949174,0.9122182744184443,0.2992555005748612,114,10,2015,2024,68.83303,603.7985087719298,8.803875371705511e-17,0.0005420234917529887,44.99036146162854,5.9854283814131735e-05,0.061062149833496775,0.27298633634462766,0.01062501591255016
384,58366,Atwell Island,CA,35.895,-119.510833,20.2,Tier 2 (Good),0.6516418006123932,0.835439882017231,3.2315015825297133e-38,0.6979597964649648,0.826161851334162,-0.3074343223555067,0.9975459559378486,0.27766522461331694,142,12,2013,2024,454.80906,3202.880704225352,1.0654399418025683e-36,0.0006243422132707067,52.68311812321605,3.471169772535695e-05,0.33101590453644025,0.2769838219175887,-0.0048972839855113024
385,58710,Barilla Solar,TX,30.96,-103.35,30.2,Below Threshold,0.6493010308769963,0.6327698832848758,3.288393736475258e-14,0.4003977251923554,0.644196322891186,0.6352808973267289,0.9570017667874949,0.26369033147203774,115,10,2015,2024,563.55004,4900.435130434782,8.035653223216389e-15,0.000634170787566394,51.533855634543116,7.300504050867776e-05,0.04841247587229894,0.2523521131035203,0.010803486649127579
386,60027,Adera Solar,CA,37.120586,-120.32488,20.0,Below Threshold,0.6478829117694621,0.5995098968263547,5.669717078622985e-12,0.35941211639274645,0.6204985636178297,0.7589833257569316,0.9281822661609155,0.34484091502698727,109,10,2015,2024,298.65403,2739.945229357798,6.186759311779874e-13,0.0004955248278146575,56.45351943006105,6.395382636907337e-05,0.010907059722284335,0.32007522197475274,-0.001595198906876987
387,58682,Dartmouth,MA,41.676111,-70.996944,6.3,Tier 3 (Acceptable),0.6445136904544168,0.7971622346439323,1.306075861542071e-29,0.6354676283425078,0.8024077627576078,0.10613608398957303,0.9876134938349573,0.29393306085925786,129,11,2014,2024,92.19106,714.6593798449612,2.9580199070833394e-30,0.000577480910502947,41.437430666488765,3.881120320336648e-05,0.7561132048714388,0.2902922571888148,-0.0022842581061759144
388,57337,Dover Sun Park,DE,39.183611,-75.504444,10.0,Tier 3 (Acceptable),0.6432988538298104,0.7719321069558795,2.6960061952832087e-33,0.5958791777493435,0.763378709369397,0.10744171132649405,1.1518649063721236,0.3297140642505305,168,14,2011,2024,224.59319,1336.8642261904763,3.519778660938217e-32,0.0006208618607632852,57.46021744696051,4.0421413834074706e-05,0.7146708325872804,0.3797860597475097,0.0006995862812986093
389,57707,Mesquite Solar 1,AZ,33.341833,-112.904028,170.0,Tier 3 (Acceptable),0.6420598605219487,0.7675897088606315,6.044055452386066e-32,0.589193961148749,0.8218507695186343,-0.4226808803790819,1.1150535876776941,0.2267951025936417,168,14,2011,2024,5141.60603,30604.79779761905,5.88470033727828e-40,0.000743653534735788,59.37624207769744,4.9716164171439724e-05,0.1321441359902713,0.2528886928147709,0.010536616827974606
390,59407,Newman Solar,TX,31.978333,-106.4275,10.5,Below Threshold,0.6395802730685362,0.564021279077896,1.6225469108445162e-11,0.3181200032526659,0.5781669150521608,0.7994317179449691,1.1040213192203985,0.34881298495381646,121,11,2014,2024,246.04708000000002,2033.4469421487604,3.80442115478118e-12,0.000730564635346382,61.27754766199388,9.80491088418079e-05,0.003147630084745235,0.3850969718099175,0.0007149657040068006
391,57498,Five Points Solar Station,CA,36.400278,-120.103333,15.0,Tier 3 (Acceptable),0.63516608951461,0.7325684959841577,3.4761488381349693e-28,0.5366566013084909,0.743237096593643,0.17026994659981773,0.870218509864819,0.33896050851078713,168,14,2011,2024,328.26607,1953.9647023809525,2.2327218607950797e-29,0.0006107019806308673,35.74822262680513,4.514441577187593e-05,0.5605867930820394,0.29496970861927846,-0.0027745849432150795
392,57563,Hyder Solar,AZ,33.02566,-113.34397,32.0,Tier 3 (Acceptable),0.6332413379298042,0.7589324901410942,7.223211767494929e-31,0.575978524591762,0.8102747587505965,-0.35526193817829804,0.5895798537854502,0.2571994321008622,168,14,2011,2024,517.0320700000001,3077.5718452380956,4.925526467562397e-38,0.000441191458264454,23.749413932000223,3.0307881279519486e-05,0.2125820564001439,0.15163960357172718,0.003151186634427216
393,59044,Rio Rico Solar,AZ,31.5,-111.008056,6.0,Tier 3 (Acceptable),0.6329574469389391,0.7897131283633277,4.347449260295168e-25,0.6236468251093937,0.8067106297194793,-0.10730058385879386,0.8299758965162833,0.1760326368362124,130,11,2014,2024,98.07805,754.4465384615385,6.946937560073174e-27,0.0006920474325585122,22.93472990911181,5.1258743169034886e-05,0.7535085471160701,0.1461028455742607,-0.013725607098381071
394,58062,Imperial Valley Solar Company 1 LLC,CA,33.245833,-115.496667,23.0,Below Threshold,0.6307311463494443,0.6633570183353358,1.6859104013907322e-20,0.440042533774747,0.667737887765772,0.38809464199048177,0.9069500760441334,0.32444833602607576,151,13,2012,2024,557.44706,3691.70238410596,7.679792136265355e-21,0.0007013077488599548,33.4874010824671,6.481054818033009e-05,0.190064524462901,0.29425844303124193,-0.006756679963871746
395,59533,Princeton,NC,35.504444,-78.192222,5.0,Below Threshold,0.6295001794038625,0.610284810785808,5.662773634586017e-13,0.37244755027586945,0.6714539427201204,0.581089048436676,0.9753994589039848,0.31789009808486635,114,10,2015,2024,73.81705000000001,647.5179824561404,2.9342599233172976e-16,0.0005720611224542519,49.284278218431794,7.016586380554684e-05,0.0781164428541121,0.3100698296629133,0.009344252110142523
396,57782,RE Kammerer 3,CA,38.365053,-121.381101,5.0,Below Threshold,0.621661032855429,0.6900035241183884,4.275374652958432e-23,0.4761048632957954,0.7628724216959512,0.23039318361976818,1.2004143283656068,0.3966016452173697,155,13,2012,2024,140.09412,903.8330322580645,1.3717448878550414e-30,0.0008086324822458424,50.92470963544824,6.880187332924046e-05,0.44888814750332523,0.4760862975723035,0.0029807014902905305
397,57695,Topaz Solar Farm,CA,35.405556,-120.068611,585.9,Below Threshold,0.6175392040909551,0.617582353103513,2.1138556094036813e-16,0.38140796286487216,0.7094413802160281,0.4005486481686604,1.018240453210795,0.31491742827387914,143,12,2013,2024,13816.007,96615.43356643357,3.522884852104651e-23,0.0004713253281701793,82.17680213753098,5.054969120743932e-05,0.19694580209349422,0.3206616648895727,0.004371510907819641
398,59534,4Oaks,NC,35.4325,-78.411667,5.0,Below Threshold,0.6145767455024578,0.6210388128417414,1.686965625769844e-13,0.38568920705587956,0.6743362831858407,0.48127905863626336,0.9338051051892373,0.3162851466532628,114,10,2015,2024,70.60399,619.333245614035,1.9647383250718888e-16,0.0005504166938784667,46.76743629797626,6.563838937536459e-05,0.15903925684219103,0.2953486846403434,0.007508810017988101
399,56930,Space Coast Next Gen Solar Energy,FL,28.4586,-80.6811,10.0,Below Threshold,0.6139618920371671,0.6150210494474653,6.66636303865283e-20,0.3782508912634615,0.6736285511391105,0.2782439019279849,0.8789377164367069,0.2242101835523809,178,15,2010,2024,241.48403000000002,1356.6518539325843,6.85370809784082e-25,0.0004992023361604759,56.32354502163855,4.824339703784305e-05,0.31530253749100595,0.19706678673338457,-0.004866637720156555
400,57790,RE Bagdad Solar I LLC,AZ,34.585833,-113.177222,14.9,Tier 3 (Acceptable),0.612965205978754,0.7342134300270595,7.407546133551944e-28,0.5390693608320998,0.772908539497268,-0.45241608564045743,1.0894766591990788,0.28635207264856805,168,14,2011,2024,427.11604000000005,2542.3573809523814,1.9717580966327708e-32,0.0007296271031197111,55.36612355402855,5.419142530565672e-05,0.10431632764429709,0.3119738994638938,0.003338028524752805
401,56929,DeSoto Next Generation Solar Energy,FL,27.3232,-81.8019,25.0,Tier 3 (Acceptable),0.6117296055004836,0.7069764331040279,1.40252187639047e-28,0.499815676964494,0.6981803441364054,0.038554190814481575,0.9537962941833048,0.18407874731304863,180,15,2010,2024,677.37503,3763.194611111111,1.2466353505532422e-27,0.0007371085276687576,32.73852969093613,5.526899091388907e-05,0.8914932006268086,0.17557362702509077,-0.006769014350945857
402,59500,Sarah Solar,NC,36.139444,-78.146944,5.0,Below Threshold,0.610250831807862,0.6170853501481265,2.6471613149434356e-13,0.38079432936743585,0.6960342966626869,0.4484553143043815,0.9400258394642558,0.3214789711146899,114,10,2015,2024,69.63804999999999,610.8600877192981,8.246732063360893e-18,0.0005490541537965561,46.603931604030066,6.615739503260194e-05,0.1936276991161366,0.3021985396921916,0.006685173654351738
403,57499,Westside Solar Station,CA,36.378726,-120.124898,15.0,Below Threshold,0.6102348169061972,0.6679061207251388,3.7621571286750524e-22,0.4460985861021037,0.6811766735679781,0.25767198124355734,0.895034305068905,0.38030695679498766,168,14,2011,2024,341.79402000000005,2034.4882142857143,2.708506747564436e-23,0.0006269064684742657,37.11956913857733,5.53993924897942e-05,0.37379522474354565,0.34038777278787186,-0.005354069279274758
404,58483,Tinton Falls Solar Farm,NJ,40.263889,-74.084167,16.0,Tier 3 (Acceptable),0.609208585630116,0.7130995934756825,8.634828744176311e-22,0.5085110302151836,0.8929926651203576,-0.20330460547778714,1.1585309042885565,0.27963118117561825,132,11,2013,2023,290.47639000000004,2200.5787121212124,6.591960667668924e-47,0.0007999578713188533,36.99910051768636,6.89766564774198e-05,0.5487921179930124,0.32396136519466623,0.004088239414694894
405,59549,"Everetts Wildcat Solar, LLC",NC,35.847222,-77.111389,5.0,Tier 3 (Acceptable),0.6084506818844246,0.7488557730409008,2.8010865404937343e-22,0.5607849688166852,0.73648638522981,0.1085068957204225,1.175899603091133,0.26756950188648887,117,10,2015,2024,91.72098000000001,783.94,3.0038949567023614e-21,0.0007763898355514829,48.28070550423483,6.407245074296618e-05,0.7654160819132012,0.31463487106761445,-0.007665000691850008
406,57377,Greater Sandhill I,CO,37.685467,-105.8909,19.0,Tier 3 (Acceptable),0.6083232458104116,0.7371679867768091,1.081912885815424e-28,0.5434166407285738,0.7515879526544006,-0.17484456248658845,1.3034785043264505,0.3019487276452552,168,14,2010,2023,614.91613,3660.2150595238095,2.3639684590748847e-30,0.0008047378997413831,70.66615455780777,5.8683969752581893e-05,0.5499403383567466,0.39358367589431204,0.004943257115391219
407,57562,Paloma Solar,AZ,33.021111,-112.661389,17.0,Tier 3 (Acceptable),0.602956585265997,0.7074323060819144,1.9438492652232186e-25,0.5004604676883755,0.7682290422737044,-0.3965551182875901,1.1036095256706684,0.2699547895484305,168,14,2011,2024,515.14606,3066.345595238095,3.197699933815906e-32,0.0007162947667306159,62.46194692548934,5.711392339937958e-05,0.16038161227517866,0.29792467724606847,0.002623014347994203
408,58842,"Gato Montes Solar, LLC",AZ,32.102778,-110.819722,5.0,Tier 3 (Acceptable),0.6022940244141848,0.7362632350472675,7.435490044740926e-26,0.5420835512822679,0.7454907161803714,-0.26846286052225105,0.8380661061667243,0.2130941284079659,144,12,2013,2024,104.78111,727.6465972222222,8.53716257786975e-27,0.0005841132331523921,41.49773042184542,4.5051876033709196e-05,0.39883892327671366,0.17858696644185593,-0.007140467637385447
